figure,liner,liner_label,sealant,side,side_label,dataset_file,replicate,total_replicates_in_file,valid_release_window,mean_release_cN_25mm,sd_trace_cN_25mm,n_samples_50_200mm,disp_min_used_mm,disp_max_used_mm,peak_count_1p4cN,max_abs_residual_cN_25mm,noise_std_cN_25mm,noise_max_abs_cN_25mm,noise_samples,instrument_peak_hz,filter_cutoff_hz
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_2,10,1,7.637190,0.956635,3000,50.031130,199.981400,3,1.974183,0.060905,0.146208,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_3,10,1,9.424355,1.769281,3000,50.031130,199.981300,9,6.431111,0.066328,0.169192,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_4,10,1,8.821095,1.066256,3000,50.031130,199.981300,3,4.527972,0.091689,0.287277,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_5,10,1,7.963341,0.907048,3000,50.031000,199.981300,2,2.889099,0.098066,0.379574,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_6,10,1,8.730938,1.530921,3000,50.031000,199.981300,6,2.313325,0.052578,0.162141,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_7,10,1,9.668990,1.705156,3000,50.031130,199.981300,9,5.193190,0.083967,0.219267,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_8,10,1,7.413574,0.821406,3000,50.031130,199.981300,1,1.884170,0.061347,0.170792,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_9,10,1,7.638622,1.189477,3000,50.031130,199.981300,3,2.625123,0.078048,0.198710,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_10,10,1,7.473604,0.537087,3000,50.031250,199.981300,3,1.842686,0.169157,0.494376,80,5.000000,4.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_1,10,1,7.844901,0.214202,3000,50.031130,199.981300,0,0.642014,0.069465,0.152820,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_2,10,1,8.808167,0.401928,3000,50.031130,199.981100,0,0.287644,0.059136,0.125034,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_3,10,1,8.505302,0.331534,3000,50.031130,199.981300,0,0.577482,0.067166,0.170869,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_4,10,1,8.376292,0.758014,3000,50.031130,199.981300,1,6.530132,0.087734,0.233427,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_5,10,1,8.287957,0.229799,3000,50.031130,199.981300,0,0.814728,0.082819,0.206705,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_6,10,1,9.152558,0.533010,3000,50.031130,199.981300,0,0.589184,0.058180,0.144818,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_7,10,1,8.789542,0.479150,3000,50.031130,199.981300,0,0.506662,0.059302,0.151048,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_8,10,1,7.904244,0.210581,3000,50.031000,199.981300,0,0.764607,0.051628,0.118028,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_9,10,1,8.820497,0.390834,3000,50.031000,199.981300,0,1.208097,0.086440,0.207294,80,8.750000,7.000000
21,crosil42,Crosil 42,T2EN,internal,inner,20250523_T2EN_crosil42_internal.csv,1_10,10,1,9.069627,0.830845,3000,50.031130,199.981300,1,1.527831,0.129156,0.279363,80,8.750000,7.000000
